Municipality,Elevation
Ibestad,"[192.16, 172.37, 230.15, 201.88, 245.83, 226.66, 204.39, 184.54, 168.7, 243.66, 247.2, 232.8, 210.55, 203.22, 236.75, 223.11, 203.84, 190.37, 172.2, 247.01, 223.37, 216.09, 213.03, 202.19, 227.28, 226.04, 209.22, 192.78, 172.54, 263.53, 243.03, 218.03, 200.55, 192.75, 177.65, 225.14, 207.38, 184.8, 169.8, 261.77, 257.71, 228.49, 214.82, 202.51, 180.16, 174.62, 199.39, 183.78, 166.99, 253.85, 249.47, 232.23, 183.93, 179.67, 184.61, 159.0, 210.17, 190.04, 170.53, 237.91, 221.03, 203.64, 187.22, 167.9, 158.91, 159.0, 204.85, 199.02, 174.95, 242.64, 225.3, 210.93, 190.47, 181.46, 172.54, 161.53, 162.78, 183.13, 167.36, 226.84, 224.78, 200.3, 197.64, 180.63, 187.17, 165.82, 126.74, 231.97, 222.49, 194.52]"
Karlsøy,"[27.44, 21.25, 41.96, 34.52, 36.52, 28.94, 75.36, 70.67, 69.01, 62.73, 51.63, 37.1, 85.72, 77.58, 73.82, 84.19, 83.85, 84.82, 69.97, 56.89, 127.98, 113.81, 94.78, 88.99, 83.12, 85.05, 97.41, 94.76, 88.8, 81.08, 121.16, 115.59, 107.16, 95.06, 88.89, 89.67, 89.91, 100.25, 94.55, 93.12, 117.57, 108.93, 104.22, 103.07, 96.32, 91.23, 87.43, 88.64, 92.62, 81.7, 112.86, 107.32, 110.45, 109.56, 105.21, 96.45, 89.47, 84.79, 84.53, 77.83, 116.78, 119.69, 129.66, 119.18, 110.74, 105.61, 99.04, 88.82, 84.83, 77.76, 127.69, 131.23, 139.89, 131.45, 118.65, 114.82, 108.54, 98.5, 86.85, 139.77, 143.53, 146.19, 144.71, 128.53, 121.41, 111.22, 152.12, 161.92, 162.22, 148.05, 139.11, 159.71, 174.38, 171.92]"
Kvæfjord,"[126.9, 126.39, 125.49, 126.09, 133.9, 128.84, 130.14, 135.63, 141.44, 132.81, 133.76, 136.3, 131.52, 131.01, 140.56, 143.25, 135.91, 132.72, 131.14, 154.43, 146.16, 147.46, 150.62, 145.78, 143.86, 144.15, 139.82, 140.77, 134.9, 170.5, 166.09, 162.83, 165.75, 164.83, 161.93, 154.48, 151.16, 143.73, 138.41, 191.95, 212.66, 190.67, 188.38, 168.94, 161.3, 159.15, 159.44, 150.59, 146.09, 199.2, 183.46, 175.56, 166.18, 162.25, 157.31, 156.7, 157.88, 152.35, 152.41, 171.46, 169.97, 168.92, 162.4, 161.67, 160.45, 155.17, 161.56, 163.33, 160.38, 166.91, 164.26, 162.03, 158.55, 157.02, 156.23, 163.08, 165.31, 164.84, 164.42, 162.87, 158.71, 159.44, 157.87, 164.2, 161.18, 162.65, 163.3, 166.61, 166.38, 164.96]"
Kvænangen,"[55.78, 41.69, 42.23, 46.06, 30.46, 33.84, 33.65, 31.66, 21.2, 22.62, 23.32, 28.96, 30.25, 24.29, 22.9, 18.19, 18.0, 23.22, 27.86, 29.98, 30.98, 26.89, 21.96, 10.4, 14.33, 17.06, 22.27, 28.05, 29.6, 29.6, 36.28, 20.97, 16.54, 10.11, 14.73, 17.04, 20.62, 23.22, 24.89, 26.84, 30.7, 23.24, 13.21, 4.56, 11.27, 16.74, 17.93, 19.06, 20.45, 19.74, 24.05, 13.66, 8.21, 2.08, -5.5, -3.0, 16.26, 18.67, 19.83, 17.97, 16.5, 7.31, -4.8, -4.8, -3.1, -3.0, -6.2, 13.59, 16.49, 16.17, 2.01, -4.7, -4.8, -4.8, -3.1, -3.0, -6.2, -4.9, -4.7, -4.7, -4.8, -4.8, -3.2, -3.0, -6.2, -5.7, -5.9, -4.8, -5.4, -6.3, -5.5, -6.0, -5.8, -5.3, -9.6, -17.1, -31.2]"
Loabák - Lavangen,"[270.54, 265.43, 260.31, 327.91, 323.08, 315.2, 301.1, 288.98, 280.27, 272.04, 339.06, 328.83, 333.48, 341.04, 343.22, 340.83, 332.4, 314.71, 296.09, 287.14, 337.13, 333.37, 339.99, 356.26, 358.53, 353.59, 345.49, 327.07, 312.14, 293.3, 356.07, 343.96, 349.0, 364.02, 368.89, 361.32, 349.42, 335.28, 320.77, 308.06, 380.23, 380.87, 386.26, 366.02, 370.28, 354.67, 350.15, 338.0, 326.94, 313.61, 386.73, 389.9, 394.09, 396.04, 372.45, 359.88, 346.61, 345.27, 332.55, 307.14, 379.93, 386.17, 384.85, 383.37, 364.65, 355.22, 342.85, 324.23, 308.58, 297.28, 367.32, 369.85, 373.16, 370.03, 362.18, 346.07, 336.96, 324.76, 309.24, 282.76, 369.64, 370.4, 369.29, 356.87, 349.21, 336.3, 315.24, 307.77, 351.95, 347.06, 347.25, 334.34]"
Lenvik,"[109.48, 108.24, 107.43, 149.33, 144.82, 140.67, 135.74, 142.24, 143.08, 139.42, 178.56, 165.93, 161.93, 159.73, 157.6, 158.61, 156.73, 160.6, 174.53, 176.59, 202.02, 185.05, 181.84, 178.88, 176.2, 176.7, 175.89, 173.71, 173.92, 180.01, 210.8, 216.8, 222.2, 217.02, 203.73, 198.08, 196.43, 191.87, 188.69, 191.62, 232.86, 244.46, 243.43, 238.2, 227.86, 222.9, 219.26, 222.04, 221.07, 210.44, 241.99, 250.28, 253.87, 253.58, 250.65, 248.42, 244.09, 245.81, 240.59, 228.46, 238.22, 242.96, 252.56, 261.91, 265.67, 259.91, 255.78, 259.11, 251.76, 240.56, 232.66, 244.05, 257.36, 262.93, 268.28, 259.37, 258.43, 261.91, 257.19, 247.47, 225.63, 233.79, 249.13, 250.04, 247.34, 250.12, 251.68, 258.27, 223.5, 223.42, 225.49, 227.17]"
Lyngen,"[18.54, 8.61, 51.65, 37.25, 23.7, 7.21, 83.5, 67.03, 50.58, 33.71, 18.77, 1.14, 89.0, 73.04, 68.06, 65.68, 59.57, 37.63, 15.96, -7.1, 72.3, 72.62, 65.96, 73.15, 68.27, 60.08, 60.29, 38.9, 17.88, -6.9, 39.03, 43.29, 52.32, 65.47, 63.98, 64.26, 45.47, 27.86, 11.06, -7.6, 15.66, 25.19, 45.31, 55.26, 55.09, 38.43, 15.14, -5.0, -5.3, -10.4, 13.39, 24.01, 28.03, 27.75, 21.55, 12.61, 4.37, -5.0, -14.0, -20.4, 11.47, 10.6, 10.5, 9.0, 8.88, 4.63, -5.0, -6.6, -19.4, -20.7, 21.78, 21.66, 17.3, 15.02, 14.24, 10.72, 5.54, 2.35, -5.5, 60.86, 50.95, 41.93, 38.3, 35.17, 28.69, 26.38, 111.22, 102.48, 93.94, 86.65, 72.24, 163.0, 155.19, 151.02, 197.7]"
Målselv,"[33.73, 35.59, 35.77, 41.09, 40.99, 41.06, 33.31, 34.05, 34.7, 42.21, 41.44, 41.18, 41.56, 40.63, 40.96, 32.81, 33.68, 33.79, 30.57, 41.15, 42.53, 40.91, 25.55, 31.93, 33.51, 32.94, 33.41, 33.29, 25.83, 22.86, 38.27, 40.86, 23.99, 28.17, 33.26, 33.5, 33.65, 33.47, 34.19, 41.72, 20.21, 18.09, 32.72, 33.06, 33.01, 33.22, 33.91, 33.7, 42.26, 41.67, 40.73, 32.8, 27.8, 33.1, 33.87, 33.86, 32.19, 32.81, 41.9, 41.75, 40.75, 28.56, 33.35, 32.13, 31.95, 33.41, 31.72, 32.33, 41.68, 41.42, 40.57, 31.29, 31.43, 31.81, 31.9, 31.99, 32.07, 22.31, 40.5, 42.41, 40.51, 16.16, 31.18, 32.41, 32.17, 40.15, 38.77, 21.84, 31.66, 40.14]"
Nordreisa - Ráisa - Raisi,"[1.97, 4.57, 5.43, 3.77, 3.95, 1.76, 2.48, 2.8, 2.94, 3.77, 3.85, 3.79, 4.0, 1.3, 1.69, 2.46, 2.84, 3.38, 4.38, 4.98, 4.98, 2.46, 4.18, 3.1, 0.81, 2.59, 2.06, 2.81, 2.98, 2.6, 0.88, 2.99, 2.56, 5.01, 5.09, 5.69, 3.32, 4.04, 5.19, 5.56, 8.46, 0.97, 1.07, 4.47, 5.15, 4.62, 5.24, 5.82, 5.54, 6.03, 5.01, 4.49, 2.58, 0.59, 5.55, 4.96, 5.65, 4.97, 5.7, 5.91, 6.04, 4.89, 5.6, 0.58, 0.56, 3.78, 5.05, 5.42, 2.29, 4.88, 4.22, 4.2, 5.44, 4.8, 0.57, 6.01, 6.14, 6.24, 6.39, 3.74, 4.44, 4.22, 4.97, 0.57, 6.33, 6.6, 3.64, 3.78, 3.72, 3.03, 0.56, 3.19, 1.94, 1.22, 0.52, 0.53]"
Salangen,"[280.43, 274.69, 276.37, 340.73, 333.27, 322.84, 303.82, 304.03, 300.55, 300.95, 370.29, 371.93, 365.39, 369.55, 362.47, 349.55, 343.37, 345.97, 334.37, 332.79, 380.06, 383.48, 394.93, 399.86, 383.23, 369.99, 362.15, 353.61, 355.04, 355.89, 404.23, 405.96, 415.69, 406.77, 404.86, 388.89, 376.64, 373.46, 382.37, 383.49, 429.42, 427.18, 429.08, 431.05, 405.3, 391.98, 388.4, 385.77, 389.28, 400.83, 444.94, 446.64, 451.9, 447.16, 434.61, 416.75, 405.13, 401.87, 401.0, 406.98, 461.41, 461.37, 453.3, 452.07, 448.28, 443.16, 430.97, 420.79, 415.61, 405.54, 463.7, 461.83, 456.57, 449.25, 444.4, 437.76, 433.38, 441.02, 435.88, 427.52, 448.2, 442.02, 448.18, 453.44, 455.94, 442.44, 435.05, 440.62, 480.38, 466.4, 461.25, 448.88]"
Skjervøy,"[697.0, 704.31, 682.63, 796.15, 786.19, 766.85, 736.94, 814.38, 770.77, 759.58, 752.57, 777.62, 773.27, 915.47, 848.51, 812.5, 773.76, 742.0, 736.05, 737.96, 730.89, 769.23, 779.7, 771.47, 773.93, 782.99, 780.35, 765.54, 739.97, 730.04, 705.1, 706.21, 712.49, 716.93, 729.56, 729.19, 754.49, 765.83, 743.99, 725.64, 700.95, 663.75, 646.2, 637.57, 655.36, 664.0, 704.18, 746.54, 717.14, 711.58, 677.65, 643.92, 616.64, 590.7, 582.14, 609.49, 635.12, 679.14, 706.41, 688.53, 640.59, 646.73, 610.77, 597.86, 580.75, 551.26, 557.92, 581.13, 610.38, 632.64, 581.86, 725.46, 674.94, 609.66, 581.76, 578.04, 537.41, 503.46, 513.08, 515.68, 760.53, 719.26, 701.06, 672.15, 622.64, 579.23, 518.7, 707.82, 703.74, 702.38, 669.2, 626.14, 656.58, 644.17, 647.24, 648.67, 638.55]"
Storfjord - Omasvuotna - Omasvuono,"[411.6, 364.61, 463.29, 419.28, 386.22, 340.36, 581.76, 578.09, 468.63, 412.86, 353.65, 321.83, 574.99, 564.38, 552.73, 544.71, 477.56, 413.04, 354.66, 282.51, 571.52, 558.85, 548.23, 528.2, 505.17, 454.49, 430.37, 389.4, 345.65, 295.09, 561.04, 540.72, 503.15, 458.71, 436.35, 402.4, 369.46, 350.01, 318.97, 270.84, 519.59, 494.13, 456.64, 427.6, 386.19, 346.11, 321.58, 298.51, 275.01, 257.87, 457.34, 429.96, 396.4, 369.76, 341.44, 305.2, 284.59, 269.57, 262.72, 256.27, 409.97, 374.6, 340.74, 314.43, 292.23, 263.22, 258.54, 258.01, 257.11, 257.55, 365.33, 336.15, 306.81, 283.02, 263.96, 258.1, 257.58, 257.74, 260.82, 325.76, 309.07, 289.89, 270.9, 261.98, 258.91, 258.27, 306.82, 301.15, 288.37, 279.56, 265.49, 289.04, 287.82, 285.51, 282.7]"
Sørreisa,"[12.44, 5.79, 20.0, 10.32, 9.93, 10.73, 8.96, 10.1, 2.31, 9.48, 10.11, 11.5, 12.54, 7.92, 5.4, 1.98, 3.8, 4.05, 12.24, -3.9, -4.2, -7.3, -9.0, -7.4, -7.3, 3.07, 6.58, 7.72, 10.9, -8.9, -4.6, -9.0, -8.4, -7.3, -7.3, 3.93, 7.24, 9.67, 13.28, -8.2, -6.2, -8.1, -4.4, 2.56, 3.33, 8.77, 9.24, 13.43, 17.26, -11.2, -6.8, -5.5, -4.8, 0.93, -7.0, 2.04, 8.13, 14.64, 14.78, -12.0, -14.9, -11.6, -8.7, -4.8, -6.8, -7.1, -7.2, -5.0, 4.4, -12.5, -9.9, -9.5, -8.4, -6.5, -4.1, -7.1, -7.2, -5.0, 7.5, -9.0, -5.6, -5.1, -3.3, -4.6, -3.8, -3.5, -5.1, -5.0, -4.3, -3.6, -4.4]"
Senja,"[447.79, 440.04, 428.06, 456.75, 452.02, 449.93, 448.21, 442.9, 429.23, 412.82, 459.03, 464.76, 469.79, 466.42, 461.7, 458.14, 450.53, 445.1, 428.44, 422.87, 429.56, 443.16, 446.53, 456.75, 460.44, 464.28, 458.69, 444.49, 429.08, 426.06, 400.66, 409.96, 423.15, 444.09, 453.18, 456.28, 446.52, 433.03, 422.2, 410.91, 386.43, 391.39, 402.43, 417.39, 437.8, 431.52, 422.86, 410.99, 394.24, 390.64, 379.68, 383.29, 388.95, 397.26, 398.67, 398.1, 400.44, 387.07, 385.74, 380.6, 385.83, 388.32, 389.02, 390.69, 386.02, 383.29, 381.31, 376.05, 376.89, 376.37, 402.86, 401.38, 402.14, 400.13, 389.28, 381.31, 375.96, 372.19, 370.79, 369.41, 431.39, 432.79, 429.65, 428.51, 411.04, 393.32, 382.81, 375.51, 473.26, 467.83, 454.65, 447.98]"
Tranøy,"[149.45, 117.35, 198.1, 198.32, 177.78, 166.42, 159.93, 163.66, 159.98, 170.15, 172.81, 164.58, 175.11, 174.72, 162.44, 149.75, 138.25, 136.48, 140.11, 144.95, 148.91, 158.46, 149.03, 146.87, 140.25, 125.43, 110.99, 108.2, 104.02, 121.49, 124.66, 130.49, 134.65, 118.06, 112.95, 92.95, 84.66, 88.18, 86.25, 95.09, 105.7, 116.48, 127.32, 117.6, 101.3, 92.73, 80.45, 67.23, 73.2, 99.7, 98.69, 104.69, 111.39, 110.85, 103.38, 97.05, 86.76, 68.81, 56.74, 106.47, 112.75, 113.46, 105.89, 100.93, 94.86, 83.73, 79.77, 62.64, 50.3, 94.6, 103.77, 106.47, 101.21, 94.51, 97.34, 93.5, 76.19, 54.2, 38.27, 71.39, 86.94, 90.04, 91.88, 87.33, 87.67, 82.21, 75.64, 47.28, 64.14, 78.26]"
Tromsø,"[98.56, 114.92, 103.74, 90.69, 95.26, 103.82, 116.96, 123.01, 118.34, 112.75, 79.71, 87.99, 92.47, 96.27, 104.27, 115.0, 122.37, 130.92, 131.82, 96.44, 72.29, 80.01, 85.9, 94.41, 99.62, 105.96, 123.47, 125.01, 129.63, 118.9, 63.88, 71.25, 79.9, 85.35, 94.01, 103.77, 109.06, 115.43, 119.43, 120.81, 56.84, 66.14, 70.56, 78.48, 88.05, 98.66, 105.93, 107.04, 108.66, 109.6, 52.69, 63.66, 66.02, 73.55, 78.84, 86.46, 96.05, 103.98, 104.74, 107.21, 47.37, 53.56, 58.68, 68.86, 76.36, 77.91, 84.14, 92.38, 104.56, 99.8, 42.24, 48.63, 59.92, 60.83, 72.51, 84.32, 80.21, 84.19, 91.1, 95.0, 36.48, 41.94, 53.67, 66.45, 71.9, 74.18, 79.41, 35.14, 40.04, 46.86, 58.49, 75.03, 31.69, 38.68]"
Alta,"[47.58, 49.25, 51.61, 50.32, 51.14, 52.07, 51.42, 50.47, 51.65, 53.24, 54.6, 56.37, 59.45, 60.95, 59.38, 54.46, 54.26, 60.73, 62.94, 64.17, 63.75, 64.14, 61.5, 57.29, 64.65, 64.11, 64.73, 67.77, 65.8, 63.94, 62.7, 60.92, 20.44, 40.13, 64.61, 65.65, 67.12, 71.79, 71.46, 72.53, 70.93, 68.61, 10.19, 25.6, 41.88, 64.81, 66.9, 70.98, 76.4, 75.85, 72.75, 73.39, 6.61, 19.31, 25.58, 48.2, 63.46, 71.82, 75.35, 72.74, 71.29, 72.95, -4.2, 4.91, 23.16, 38.91, 55.94, 65.05, 71.66, 68.51, 70.42, -9.9, 3.67, 18.47, 29.46, 39.12, 46.95, 61.74, 65.47, -9.2, -3.1, 19.4, 23.63, 25.25, 31.98, 44.67, -19.2, -6.4, 9.68, 16.92, 15.85, 22.89, -28.9, -10.0, -7.2, 13.07, -10.4, 8.77, 12.53, -5.2]"
Berlevåg,"[10.88, 9.05, 6.03, 10.52, 9.95, 8.58, 5.18, 20.5, 10.08, 4.11, 2.27, 43.39, 41.38, 40.16, 29.88, 9.34, 58.4, 42.11, 36.12, 32.41, 26.91, 13.64, 59.54, 54.65, 51.93, 36.87, 24.24, 21.76, 66.82, 64.26, 53.35, 39.17, 32.81, 34.23, 20.82, 64.16, 61.03, 59.86, 49.32, 38.57, 41.01, 36.22, 27.46, 49.04, 50.0, 47.54, 41.05, 37.63, 35.04, 32.24, 25.83, 39.53, 45.37, 46.43, 40.98, 39.55, 42.72, 37.65, 33.02, 25.29, 33.45, 39.92, 43.66, 41.96, 32.9, 33.8, 35.86, 36.98, 20.64, 29.08, 38.15, 33.17, 26.91, 26.67, 25.33, 21.46, 18.15, 15.05, 19.59, 20.13, 20.77, 21.29, 21.56, 20.48, 14.86, 11.55, 13.04, 13.2, 14.25, 17.23, 18.17, 18.34, 14.9, 10.83, 11.04, 11.97, 11.17, 13.91, 15.96, 16.48, 7.73, 8.49, 9.29, 13.74, 10.02, 5.06, 4.22, 6.9, 6.55, 3.14, 3.64, 3.88, 1.92, 1.9, 0.3]"
Båtsfjord,"[43.97, 25.01, 33.3, 12.71, 12.52, 14.7, 21.63, 12.0, 12.0, 12.0, 12.0, 37.86, 16.31, 12.0, 12.0, 14.86, 37.77, 30.86, 26.38, 12.0, 15.94, 27.71, 49.1, 39.5, 26.59, 13.12, 12.0, 12.0, 21.26, 33.94, 37.6, 51.45, 35.03, 21.3, 12.0, -3.7, 3.63, 14.85, 25.85, 44.71, 55.93, 46.81, 32.5, -18.8, -8.7, -2.3, 5.17, 21.26, 41.52, 42.61, 40.25, -25.4, -26.8, -21.2, -14.7, -12.7, -4.5, -2.0, 8.95, 33.06, -25.9, -25.2, -25.0, -24.1, -26.6, -27.4, -21.5, -21.8, -19.5, -28.7, -27.5, -24.6, -20.9, -26.6, -29.0, -29.1, -28.9, -26.3, -16.8, -26.3, -24.8, -29.8, -27.8, -28.1, -27.7, -28.2, -1.5, -9.3, -27.0, -30.1, -30.5, -29.9, -28.9, 3.78, -2.0, -13.7, -26.6, -32.7, -33.4, -33.5, -2.2, -10.1, -18.4, -29.0, -31.9, -7.1, -8.0, -19.7, -11.2, -21.2, -21.4, -14.6, 2.4, 0.2, 8.26]"
Deatnu - Tana,"[62.98, 63.43, 56.51, 59.58, 53.06, 42.54, 49.47, 52.11, 38.16, 27.55, 43.18, 39.28, 36.26, 26.18, 20.48, 41.04, 36.24, 28.5, 20.85, 9.06, 40.57, 38.09, 36.58, 28.03, 20.24, 9.04, 48.73, 40.93, 38.07, 35.51, 34.11, 22.61, 13.34, 51.41, 51.0, 42.73, 37.86, 35.22, 36.03, 35.19, 33.21, 53.97, 49.56, 42.62, 42.32, 38.75, 38.04, 36.78, 35.94, 32.78, 38.78, 38.43, 40.22, 34.66, 37.86, 38.91, 37.31, 34.65, 34.81, 28.87, 27.87, 33.97, 34.53, 33.97, 33.94, 36.14, 35.8, 35.71, 32.03, 29.5, 26.1, 25.49, 28.03, 34.85, 34.45, 33.21, 33.58, 33.44, 33.17, 30.59, 28.51, 24.8, 33.21, 23.67, 31.07, 32.44, 32.55, 31.25, 29.97, 24.63, 26.95, 26.17, 24.93, 33.45, 30.87, 32.53, 35.01, 38.46, 33.06, 32.75, 40.88, 32.36, 31.99, 32.17, 33.8, 34.13, 32.91, 32.23, 31.83, 32.64, 28.12, 32.9, 28.96]"
Gamvik,"[18.34, 14.26, 12.38, 5.87, 24.78, 27.43, 23.96, 30.32, 33.57, 32.97, 28.04, 32.95, 35.88, 45.99, 39.53, 30.59, 33.07, 31.7, 35.74, 45.13, 36.83, 33.2, 31.59, 23.95, 27.17, 30.54, 28.46, 26.66, 28.66, 30.27, 21.0, 21.0, 21.0, 24.14, 20.93, 27.74, 26.53, 24.54, 20.85, 26.7, 28.61, 32.98, 28.31, 39.75, 39.44, 37.5, 19.97, 13.45, 24.9, 33.7, 28.9, 28.27, 36.15, 25.95, 18.4, 13.14, 9.95, 9.68, 23.35, 32.13, 24.53, 26.63, 30.73, 29.6, 28.63, 13.83, 14.22, 7.97, 12.44, 23.94, 18.87, 21.25, 24.03, 33.36, 15.11, 9.02, 8.2, 6.55, 23.96, 17.0, 17.0, 17.0, 30.01, 21.98, 8.35, 8.19, 22.95, 17.0, 17.0, 17.0, 17.92, 19.71, 9.77, 18.13, 17.96, 19.09, 18.46, 20.38, 21.7, 12.78, 20.0, 19.93, 20.84, 18.66, 18.97, 17.95, 20.31, 19.77, 18.62, 18.08, 22.42, 23.02, 22.67, 28.35, 27.26, 24.19]"
Guovdageaidnu - Kautokeino,"[341.45, 341.32, 330.41, 326.83, 331.03, 317.59, 322.12, 319.08, 311.33, 311.62, 315.69, 314.83, 315.28, 304.75, 304.99, 314.59, 304.0, 304.97, 319.06, 318.89, 305.47, 306.98, 316.06, 303.22, 305.58, 311.47, 306.81, 313.8, 312.79, 309.25, 306.73, 315.65, 304.49, 303.12, 304.49, 303.0, 305.2, 305.05, 307.79, 306.97, 314.22, 318.5, 301.83, 304.37, 304.02, 305.5, 304.33, 304.13, 304.52, 304.37, 303.19, 317.0, 301.82, 301.82, 302.58, 303.45, 303.08, 303.08, 301.0, 304.14, 303.77, 305.31, 308.69, 308.52, 301.83, 301.81, 301.79, 302.13, 301.79, 301.88, 301.84, 301.85, 306.06, 309.68, 304.85, 304.1, 303.71, 305.13, 303.74, 304.36, 306.82, 305.02, 305.03, 304.87, 304.15, 305.28, 303.0, 315.66, 309.16, 304.77, 302.66, 305.78, 309.34, 315.48, 315.72, 309.79, 302.66, 321.71, 315.53]"
Hammerfest - Hámmerfeasta,"[69.53, 111.19, 97.37, 89.7, 97.99, 93.65, 91.27, 83.64, 99.94, 94.46, 88.35, 84.0, 83.55, 39.84, 76.59, 87.36, 84.23, 84.16, 82.02, 7.01, 9.16, 14.43, 38.39, 76.45, 83.62, 87.42, 7.3, 3.12, 2.7, 2.51, 5.39, 12.9, 48.44, 73.66, 5.27, 3.59, 2.74, -5.1, -7.0, -6.1, 4.48, 10.25, 20.37, -30.2, -9.4, -17.6, -16.9, -20.1, -20.5, -20.5, -16.4, 4.94, 10.87, -35.4, -36.3, -35.7, -36.8, -35.7, -32.9, -31.2, -27.1, 1.73, 5.12, -36.7, -36.1, -38.4, -37.6, -38.0, -34.6, -33.8, -30.6, -20.2, -30.2, -29.4, -30.0, -29.3, -29.7, -30.9, -29.5, -26.0, -20.0, -20.8, -21.5, -20.6, -21.3, -23.1, -19.8, -9.7, -5.5, -5.6, -5.0, -5.7, -6.7, 6.45, 5.05, 9.75, 13.81, 28.44, 31.86, 46.61, 53.56, 66.19, 51.21, 64.76]"
Hasvik,"[235.22, 244.91, 215.03, 220.06, 226.72, 182.21, 193.68, 194.77, 183.4, 188.35, 194.42, 164.09, 166.09, 160.56, 155.73, 170.28, 165.32, 175.75, 168.76, 154.26, 145.0, 145.0, 146.03, 103.02, 119.64, 148.41, 167.55, 162.93, 149.66, 144.0, 150.05, 145.0, 78.72, 86.67, 101.67, 106.41, 123.47, 133.87, 142.96, 155.84, 150.67, 151.88, 82.16, 75.29, 74.68, 92.37, 104.52, 122.56, 143.55, 164.57, 188.37, 197.6, 88.22, 76.31, 66.77, 64.55, 75.41, 96.76, 100.86, 128.3, 160.34, 191.45, 79.88, 75.77, 67.78, 64.33, 60.45, 67.59, 78.56, 93.98, 131.32, 167.7, 53.13, 56.58, 61.04, 70.02, 57.04, 46.11, 58.19, 66.7, 37.08, 39.29, 39.38, 56.89, 63.91, 53.87, 36.83, 24.1, 22.17, 21.76, 32.18, 49.18, 38.59, 20.36, 15.94, 17.63, 16.39, 11.67, 5.53, 7.8, 3.0]"
Kárášjohka - Karasjok,"[142.92, 126.43, 123.06, 126.5, 123.08, 123.06, 126.82, 123.02, 123.11, 130.31, 127.77, 123.23, 123.16, 126.95, 130.55, 128.14, 123.23, 123.18, 123.19, 136.27, 136.19, 128.4, 123.22, 123.23, 123.18, 131.91, 130.71, 136.67, 123.24, 123.23, 123.21, 126.4, 133.08, 132.03, 130.59, 136.86, 123.27, 123.24, 127.6, 131.33, 132.08, 132.67, 132.05, 129.84, 136.58, 129.31, 129.66, 132.22, 142.33, 131.63, 130.45, 129.76, 140.84, 140.93, 140.57, 140.25, 142.11, 142.27, 142.14, 142.42, 142.35, 141.81, 141.74, 142.38, 142.19, 141.36, 141.17, 141.94, 142.08, 141.7, 141.88, 141.46, 141.0, 141.03, 140.58, 140.91, 141.04, 141.21, 141.58, 141.96, 141.31, 140.78, 152.14, 141.03, 140.59, 141.03, 140.07, 139.53, 140.92, 156.79, 147.81, 140.76, 141.0, 155.84, 155.88, 156.37, 155.63, 155.37, 154.96, 160.45, 158.03, 156.34, 175.37, 168.92, 185.73]"
Kvalsund,"[132.99, 87.38, 118.76, 135.27, 34.69, 44.89, 66.61, 82.95, 4.84, 8.94, 25.02, 39.33, 46.9, -18.4, -10.7, -7.9, -5.0, 5.9, 13.86, -40.0, -31.8, -30.3, -26.5, -23.0, -18.8, -13.8, -48.9, -44.0, -40.0, -40.5, -39.4, -37.7, -31.8, -32.0, -51.2, -50.0, -49.9, -48.9, -50.2, -48.0, -46.2, -43.7, -41.5, -56.4, -62.7, -63.0, -54.7, -56.7, -50.2, -54.4, -50.0, -52.4, -49.5, -53.0, -62.5, -65.4, -66.6, -67.8, -67.7, -63.1, -67.1, -59.1, -66.5, -51.7, -52.0, -60.5, -63.8, -67.2, -72.8, -72.7, -72.1, -73.2, -43.4, -49.5, -51.7, -51.0, -56.6, -67.4, -67.2, -71.3, -40.0, -43.3, -45.9, -48.8, -50.6, -49.9, -51.6, -38.0, -37.9, -40.1, -40.0, -47.0, -47.1, -34.7, -33.9, -34.5, -38.3, -39.6, -28.8, -30.0, -27.5, -30.0, -19.7]"
Lebesby,"[2.77, 11.44, -4.9, 1.4, 7.95, -4.9, -5.0, 3.64, 5.55, -5.2, -5.0, 5.59, 10.71, -4.6, -5.2, 3.41, 6.76, 14.49, -4.5, -4.6, 2.81, 3.52, 9.27, 16.72, 0.33, 3.31, 3.14, 3.32, 6.31, 13.99, 21.76, 6.61, 6.19, 5.43, 5.86, 7.15, 11.42, 18.32, 28.06, 16.0, 9.67, 8.31, 7.06, 8.96, 10.03, 16.82, 25.74, 34.51, 14.87, 7.96, 7.79, 7.79, 8.23, 14.52, 24.98, 33.02, 43.11, 8.0, 8.0, 10.58, 8.97, 11.53, 16.76, 21.86, 31.02, 42.18, 49.95, 8.0, 8.0, 8.3, 9.03, 15.68, 18.84, 25.91, 42.97, 48.69, 8.7, 9.13, 14.01, 18.0, 19.45, 26.48, 41.01, 48.27, 12.09, 14.0, 16.11, 22.62, 32.91, 39.44, 48.82, 8.62, 18.81, 25.59, 31.06, 37.63, 42.55, 17.6, 23.78, 30.08, 37.04, 41.34, 27.6, 36.16, 43.18, 50.22, 23.54, 31.87, 40.0, 18.95, 27.07]"
